user_id,film_id,film_name,watch_minutes,watch_date,country,cost_of_ticket
U165,F080,2 Fast 2 Furious,63,2025-07-18,BR,10
U035,F068,The Hunger Games: Mockingjay - Part 2,2,2025-07-03,DE,20
U029,F048,Black Panther,118,2025-04-16,BR,12
U184,F066,The Hunger Games: Catching Fire,93,2025-03-09,FR,12
U146,F031,The Lord of the Rings: The Return of the King,135,2025-04-19,JP,10
U230,F001,Avatar,91,2025-06-23,MX,15
U103,F082,Fast Five,6,2025-04-22,CA,15
U240,F034,The Hobbit: The Battle of the Five Armies,77,2025-03-07,DE,12
U115,F094,Deadpool 2,2,2025-05-29,DE,20
U147,F101,Wonder Woman,2,2025-05-11,FR,8
U016,F082,Fast Five,17,2025-07-03,DE,8
U176,F068,The Hunger Games: Mockingjay - Part 2,35,2025-05-24,UK,15
U241,F012,Star Wars: The Last Jedi,64,2025-06-08,JP,15
U246,F098,Dune,81,2025-07-06,CA,8
U156,F043,Captain America: Civil War,27,2025-06-20,MX,10
U194,F080,2 Fast 2 Furious,20,2025-08-23,AU,8
U175,F045,Thor: Ragnarok,90,2025-03-26,MX,10
U181,F043,Captain America: Civil War,25,2025-03-25,JP,15
U213,F080,2 Fast 2 Furious,39,2025-07-13,AU,12
U039,F066,The Hunger Games: Catching Fire,8,2025-05-28,MX,10
U175,F031,The Lord of the Rings: The Return of the King,106,2025-08-02,BR,10
U131,F019,The Matrix Reloaded,74,2025-03-20,BR,8
U107,F019,The Matrix Reloaded,15,2025-07-28,US,10
U173,F012,Star Wars: The Last Jedi,3,2025-03-11,IN,12
U001,F031,The Lord of the Rings: The Return of the King,77,2025-08-01,UK,20
U089,F005,Titanic,66,2025-07-22,US,15
U018,F065,The Hunger Games,19,2025-03-14,DE,8
U197,F098,Dune,141,2025-08-17,IN,15
U229,F001,Avatar,10,2025-06-28,IN,15
U175,F080,2 Fast 2 Furious,36,2025-04-09,FR,15
U138,F001,Avatar,132,2025-07-19,CA,10
U058,F101,Wonder Woman,29,2025-03-11,DE,10
U185,F080,2 Fast 2 Furious,66,2025-06-22,MX,10
U059,F034,The Hobbit: The Battle of the Five Armies,27,2025-07-01,FR,8
U049,F082,Fast Five,14,2025-03-14,IN,10
U240,F101,Wonder Woman,107,2025-05-06,AU,10
U153,F011,Star Wars: The Force Awakens,30,2025-06-28,JP,10
U224,F011,Star Wars: The Force Awakens,117,2025-05-07,US,15
U060,F080,2 Fast 2 Furious,16,2025-04-30,US,10
U075,F034,The Hobbit: The Battle of the Five Armies,13,2025-07-31,FR,8
U198,F048,Black Panther,2,2025-05-05,DE,20
U170,F068,The Hunger Games: Mockingjay - Part 2,55,2025-05-01,IN,20
U016,F080,2 Fast 2 Furious,29,2025-08-04,CA,15
U110,F080,2 Fast 2 Furious,129,2025-07-10,US,20
U242,F001,Avatar,42,2025-07-18,FR,12
U105,F098,Dune,141,2025-05-21,IN,20
U138,F065,The Hunger Games,12,2025-05-06,AU,8
U182,F098,Dune,141,2025-07-02,US,10
U248,F079,Fast & Furious,83,2025-07-26,MX,10
U063,F094,Deadpool 2,55,2025-04-27,FR,8
U237,F019,The Matrix Reloaded,117,2025-06-08,UK,8
U213,F031,The Lord of the Rings: The Return of the King,96,2025-03-19,DE,12
U155,F045,Thor: Ragnarok,44,2025-03-16,UK,15
U195,F056,Frozen,6,2025-08-24,MX,12
U054,F048,Black Panther,2,2025-05-22,US,8
U049,F082,Fast Five,89,2025-07-06,AU,15
U181,F031,The Lord of the Rings: The Return of the King,64,2025-06-15,AU,12
U199,F012,Star Wars: The Last Jedi,69,2025-06-11,BR,10
U092,F012,Star Wars: The Last Jedi,28,2025-05-11,FR,12
U128,F019,The Matrix Reloaded,7,2025-03-31,BR,10
U082,F031,The Lord of the Rings: The Return of the King,9,2025-06-08,FR,10
U145,F034,The Hobbit: The Battle of the Five Armies,63,2025-04-12,US,20
U240,F056,Frozen,27,2025-08-01,IN,10
U051,F048,Black Panther,13,2025-05-03,IN,10
U063,F065,The Hunger Games,40,2025-07-24,FR,15
U211,F065,The Hunger Games,4,2025-08-17,BR,15
U188,F043,Captain America: Civil War,40,2025-04-18,CA,8
U126,F066,The Hunger Games: Catching Fire,14,2025-07-22,US,8
U215,F005,Titanic,99,2025-08-24,US,8
U106,F098,Dune,26,2025-08-14,AU,12
U039,F101,Wonder Woman,32,2025-04-30,MX,10
U016,F045,Thor: Ragnarok,2,2025-08-16,JP,8
U169,F065,The Hunger Games,4,2025-03-10,US,20
U106,F101,Wonder Woman,26,2025-03-10,MX,12
U138,F012,Star Wars: The Last Jedi,28,2025-03-10,MX,10
U173,F079,Fast & Furious,51,2025-04-20,UK,12
U135,F098,Dune,24,2025-05-06,AU,12
U065,F043,Captain America: Civil War,54,2025-05-13,IN,8
U246,F001,Avatar,129,2025-07-01,JP,10
U179,F034,The Hobbit: The Battle of the Five Armies,82,2025-05-21,UK,15
U220,F011,Star Wars: The Force Awakens,2,2025-03-29,IN,10
U142,F065,The Hunger Games,39,2025-03-20,US,12
U022,F065,The Hunger Games,6,2025-06-25,FR,10
U220,F082,Fast Five,12,2025-07-19,US,8
U231,F056,Frozen,98,2025-07-05,DE,8
U020,F094,Deadpool 2,5,2025-07-23,JP,10
U046,F048,Black Panther,40,2025-03-10,AU,10
U193,F001,Avatar,63,2025-03-25,DE,8
U062,F056,Frozen,59,2025-06-13,MX,15
U194,F098,Dune,57,2025-08-29,UK,20
U250,F043,Captain America: Civil War,2,2025-03-19,UK,15
U215,F005,Titanic,24,2025-06-01,JP,15
U245,F045,Thor: Ragnarok,32,2025-06-15,FR,10
U070,F019,The Matrix Reloaded,5,2025-07-09,AU,20
U241,F001,Avatar,28,2025-06-24,CA,8
U170,F001,Avatar,2,2025-03-27,JP,20
U064,F005,Titanic,5,2025-03-27,DE,20
U183,F098,Dune,35,2025-06-13,FR,15
U024,F101,Wonder Woman,7,2025-05-23,BR,20
U070,F082,Fast Five,37,2025-04-08,UK,12
U115,F080,2 Fast 2 Furious,76,2025-07-26,MX,10
U007,F005,Titanic,100,2025-06-04,MX,10
U154,F048,Black Panther,13,2025-06-12,US,12
U100,F005,Titanic,11,2025-07-27,AU,8
U044,F001,Avatar,7,2025-04-18,CA,12
U069,F065,The Hunger Games,61,2025-04-12,UK,20
U071,F079,Fast & Furious,68,2025-05-21,BR,8
U093,F094,Deadpool 2,2,2025-05-08,BR,15
U051,F019,The Matrix Reloaded,126,2025-04-02,CA,20
U243,F001,Avatar,3,2025-05-30,JP,20
U221,F048,Black Panther,45,2025-06-26,FR,20
U211,F045,Thor: Ragnarok,55,2025-04-09,DE,12
U243,F031,The Lord of the Rings: The Return of the King,135,2025-07-06,FR,20
U102,F048,Black Panther,73,2025-05-19,BR,15
U201,F034,The Hobbit: The Battle of the Five Armies,88,2025-05-28,IN,8
U202,F001,Avatar,27,2025-06-07,UK,10
U052,F056,Frozen,82,2025-07-23,CA,15
U141,F101,Wonder Woman,4,2025-07-02,AU,10
U075,F005,Titanic,125,2025-06-18,BR,12
U078,F034,The Hobbit: The Battle of the Five Armies,43,2025-05-09,CA,12
U203,F001,Avatar,112,2025-03-24,BR,8
U123,F056,Frozen,29,2025-06-16,MX,12
U236,F079,Fast & Furious,57,2025-07-23,US,15
U093,F080,2 Fast 2 Furious,48,2025-08-05,UK,10
U064,F043,Captain America: Civil War,60,2025-04-17,JP,8
U166,F001,Avatar,5,2025-05-29,IN,8
U026,F094,Deadpool 2,2,2025-05-01,MX,10
U143,F056,Frozen,13,2025-08-29,JP,20
U096,F001,Avatar,11,2025-07-02,JP,10
U039,F043,Captain America: Civil War,92,2025-03-12,BR,12
U107,F005,Titanic,15,2025-04-04,CA,10
U088,F019,The Matrix Reloaded,126,2025-04-27,MX,10
U122,F082,Fast Five,18,2025-06-26,BR,15
U077,F011,Star Wars: The Force Awakens,11,2025-04-04,US,15
U166,F082,Fast Five,69,2025-08-26,CA,8
U190,F034,The Hobbit: The Battle of the Five Armies,58,2025-07-16,CA,10
U085,F080,2 Fast 2 Furious,44,2025-06-23,BR,8
U104,F066,The Hunger Games: Catching Fire,37,2025-04-22,IN,10
U189,F045,Thor: Ragnarok,57,2025-04-25,BR,12
U100,F101,Wonder Woman,13,2025-04-29,AU,8
U181,F005,Titanic,125,2025-07-31,UK,10
U138,F066,The Hunger Games: Catching Fire,93,2025-06-07,FR,10
U030,F094,Deadpool 2,39,2025-08-24,BR,20
U164,F048,Black Panther,13,2025-08-05,IN,20
U151,F082,Fast Five,50,2025-06-03,FR,8
U159,F066,The Hunger Games: Catching Fire,3,2025-08-25,DE,15
U152,F005,Titanic,2,2025-08-25,CA,10
U062,F012,Star Wars: The Last Jedi,12,2025-04-04,CA,10
U037,F068,The Hunger Games: Mockingjay - Part 2,32,2025-06-13,IN,15
U148,F001,Avatar,132,2025-06-22,CA,20
U138,F066,The Hunger Games: Catching Fire,60,2025-07-26,CA,20
U036,F066,The Hunger Games: Catching Fire,63,2025-05-25,BR,12
U222,F043,Captain America: Civil War,25,2025-03-08,BR,10
U209,F001,Avatar,28,2025-07-27,MX,15
U105,F065,The Hunger Games,28,2025-06-20,BR,10
U022,F056,Frozen,98,2025-03-13,AU,12
U071,F034,The Hobbit: The Battle of the Five Armies,2,2025-07-21,DE,10
U118,F056,Frozen,98,2025-07-10,MX,12
U147,F082,Fast Five,38,2025-05-13,MX,10
U094,F080,2 Fast 2 Furious,37,2025-03-16,BR,8
U109,F082,Fast Five,57,2025-08-20,AU,20
U009,F019,The Matrix Reloaded,42,2025-05-12,FR,8
U023,F019,The Matrix Reloaded,126,2025-04-05,AU,12
U189,F056,Frozen,98,2025-08-29,FR,10
U157,F079,Fast & Furious,30,2025-04-17,JP,8
U053,F031,The Lord of the Rings: The Return of the King,21,2025-03-21,JP,8
U072,F045,Thor: Ragnarok,40,2025-07-21,CA,8
U181,F012,Star Wars: The Last Jedi,87,2025-05-19,JP,15
U220,F068,The Hunger Games: Mockingjay - Part 2,12,2025-08-26,UK,10
U193,F079,Fast & Furious,54,2025-03-21,DE,20
U033,F098,Dune,70,2025-05-08,CA,12
U213,F034,The Hobbit: The Battle of the Five Armies,71,2025-08-26,IN,10
U148,F094,Deadpool 2,5,2025-08-13,IN,12
U020,F005,Titanic,78,2025-06-17,MX,12
U178,F043,Captain America: Civil War,92,2025-06-30,BR,15
U001,F005,Titanic,12,2025-07-01,FR,10
U204,F080,2 Fast 2 Furious,17,2025-06-15,AU,10
U212,F031,The Lord of the Rings: The Return of the King,135,2025-07-10,DE,15
U073,F048,Black Panther,11,2025-07-24,JP,20
U219,F065,The Hunger Games,116,2025-06-01,US,15
U161,F019,The Matrix Reloaded,42,2025-03-10,UK,10
U041,F019,The Matrix Reloaded,17,2025-06-30,US,15
U110,F031,The Lord of the Rings: The Return of the King,135,2025-08-29,CA,10
U078,F066,The Hunger Games: Catching Fire,27,2025-05-15,UK,10
U065,F005,Titanic,45,2025-06-09,CA,10
U161,F012,Star Wars: The Last Jedi,19,2025-09-01,AU,12
U024,F082,Fast Five,39,2025-03-06,AU,8
U034,F056,Frozen,8,2025-05-02,MX,10
U003,F101,Wonder Woman,26,2025-08-31,FR,15
U221,F079,Fast & Furious,112,2025-08-30,CA,10
U059,F001,Avatar,19,2025-03-28,UK,8
U095,F012,Star Wars: The Last Jedi,46,2025-04-10,IN,8
U193,F098,Dune,27,2025-08-17,CA,20
U145,F101,Wonder Woman,79,2025-08-09,CA,12
U185,F031,The Lord of the Rings: The Return of the King,9,2025-08-13,CA,10
U158,F019,The Matrix Reloaded,126,2025-04-30,UK,15
U036,F082,Fast Five,26,2025-08-03,IN,15
U110,F048,Black Panther,15,2025-04-10,AU,10
U022,F034,The Hobbit: The Battle of the Five Armies,4,2025-07-25,JP,12
U156,F012,Star Wars: The Last Jedi,8,2025-08-29,US,15
U169,F012,Star Wars: The Last Jedi,31,2025-04-27,MX,12
U049,F001,Avatar,27,2025-05-20,US,8
U204,F034,The Hobbit: The Battle of the Five Armies,96,2025-07-10,IN,15
U128,F045,Thor: Ragnarok,25,2025-03-24,MX,12
U004,F043,Captain America: Civil War,13,2025-05-26,CA,10
U215,F056,Frozen,47,2025-06-21,FR,10
U045,F065,The Hunger Games,74,2025-03-24,US,8
U004,F094,Deadpool 2,6,2025-04-30,US,8
U243,F001,Avatar,12,2025-07-13,DE,15
U129,F079,Fast & Furious,2,2025-06-22,IN,8
U138,F080,2 Fast 2 Furious,86,2025-08-10,CA,10
U080,F005,Titanic,68,2025-07-14,AU,12
U040,F080,2 Fast 2 Furious,41,2025-05-28,IN,8
U196,F005,Titanic,116,2025-05-24,IN,20
U217,F034,The Hobbit: The Battle of the Five Armies,89,2025-03-20,AU,10
U112,F082,Fast Five,39,2025-06-30,JP,10
U080,F066,The Hunger Games: Catching Fire,93,2025-04-05,US,10
U180,F101,Wonder Woman,12,2025-04-16,BR,10
U134,F068,The Hunger Games: Mockingjay - Part 2,6,2025-05-11,CA,8
U192,F094,Deadpool 2,11,2025-04-05,US,15
U110,F094,Deadpool 2,2,2025-07-18,UK,20
U250,F056,Frozen,37,2025-08-13,UK,10
U131,F043,Captain America: Civil War,92,2025-03-20,BR,12
U043,F043,Captain America: Civil War,2,2025-04-15,DE,15
U229,F056,Frozen,6,2025-08-25,UK,15
U131,F101,Wonder Woman,32,2025-03-17,US,10
U121,F043,Captain America: Civil War,92,2025-06-12,CA,10
U246,F011,Star Wars: The Force Awakens,22,2025-07-25,IN,10
U064,F079,Fast & Furious,39,2025-05-26,DE,15
U147,F043,Captain America: Civil War,2,2025-04-05,MX,15
U014,F066,The Hunger Games: Catching Fire,7,2025-05-02,MX,8
U245,F001,Avatar,132,2025-03-23,BR,10
U199,F012,Star Wars: The Last Jedi,87,2025-05-28,UK,20
U003,F043,Captain America: Civil War,2,2025-04-26,DE,15
U078,F045,Thor: Ragnarok,90,2025-05-07,BR,20
U249,F065,The Hunger Games,61,2025-04-25,MX,15
U063,F098,Dune,141,2025-03-07,IN,10
U139,F043,Captain America: Civil War,27,2025-08-15,US,12
U001,F001,Avatar,47,2025-05-23,UK,12
U061,F079,Fast & Furious,37,2025-07-09,US,8
U037,F094,Deadpool 2,41,2025-03-29,US,12
U230,F068,The Hunger Games: Mockingjay - Part 2,7,2025-06-19,FR,15
U192,F005,Titanic,2,2025-08-01,UK,8
U164,F001,Avatar,24,2025-03-25,JP,15
U112,F098,Dune,85,2025-05-05,DE,12
U081,F001,Avatar,14,2025-09-01,FR,20
U070,F034,The Hobbit: The Battle of the Five Armies,60,2025-03-25,AU,8
U198,F056,Frozen,98,2025-04-02,CA,10
U116,F019,The Matrix Reloaded,6,2025-05-25,IN,12
U092,F031,The Lord of the Rings: The Return of the King,75,2025-06-29,DE,10
U219,F082,Fast Five,26,2025-03-29,CA,15
U078,F045,Thor: Ragnarok,90,2025-03-16,AU,15
U084,F098,Dune,13,2025-03-29,AU,8
U102,F068,The Hunger Games: Mockingjay - Part 2,62,2025-03-18,DE,12
U045,F101,Wonder Woman,97,2025-06-17,BR,12
U141,F034,The Hobbit: The Battle of the Five Armies,109,2025-03-30,BR,10
U204,F098,Dune,81,2025-04-06,US,20
U200,F034,The Hobbit: The Battle of the Five Armies,37,2025-04-08,AU,15
U096,F005,Titanic,60,2025-08-02,JP,12
U209,F005,Titanic,125,2025-03-11,UK,15
U166,F019,The Matrix Reloaded,53,2025-04-07,UK,10
U213,F048,Black Panther,2,2025-04-06,US,20
U013,F066,The Hunger Games: Catching Fire,93,2025-07-30,IN,12
U102,F065,The Hunger Games,70,2025-03-13,IN,15
U045,F043,Captain America: Civil War,51,2025-04-29,CA,15
U115,F098,Dune,17,2025-03-14,JP,10
U063,F012,Star Wars: The Last Jedi,46,2025-07-11,IN,15
U123,F011,Star Wars: The Force Awakens,29,2025-03-28,DE,8
U108,F031,The Lord of the Rings: The Return of the King,71,2025-08-17,MX,10
U206,F080,2 Fast 2 Furious,7,2025-03-10,IN,10
U092,F065,The Hunger Games,64,2025-07-23,BR,20
U145,F068,The Hunger Games: Mockingjay - Part 2,106,2025-05-27,IN,15
U007,F048,Black Panther,2,2025-08-05,AU,15
U208,F094,Deadpool 2,75,2025-03-20,BR,15
U197,F056,Frozen,25,2025-05-04,CA,12
U169,F034,The Hobbit: The Battle of the Five Armies,109,2025-05-13,MX,20
U235,F011,Star Wars: The Force Awakens,89,2025-05-01,JP,10
U205,F001,Avatar,55,2025-06-04,CA,10
U152,F048,Black Panther,79,2025-08-31,FR,8
U008,F043,Captain America: Civil War,92,2025-07-29,JP,15
U243,F031,The Lord of the Rings: The Return of the King,34,2025-07-10,MX,15
U126,F011,Star Wars: The Force Awakens,23,2025-03-29,US,10
U057,F101,Wonder Woman,58,2025-07-18,BR,8
U235,F045,Thor: Ragnarok,74,2025-04-26,CA,15
U046,F048,Black Panther,84,2025-03-21,US,8
U181,F098,Dune,112,2025-04-03,MX,15
U246,F005,Titanic,35,2025-06-09,IN,20
U087,F012,Star Wars: The Last Jedi,74,2025-05-27,CA,10
U188,F079,Fast & Furious,7,2025-08-16,BR,10
U045,F080,2 Fast 2 Furious,51,2025-08-30,JP,15
U058,F056,Frozen,2,2025-04-19,IN,15
U177,F012,Star Wars: The Last Jedi,17,2025-04-07,CA,12
U243,F056,Frozen,22,2025-06-14,JP,20
U155,F048,Black Panther,29,2025-08-09,AU,8
U027,F065,The Hunger Games,71,2025-04-11,FR,12
U061,F043,Captain America: Civil War,22,2025-05-26,CA,15
U247,F005,Titanic,37,2025-08-24,FR,15
U068,F031,The Lord of the Rings: The Return of the King,18,2025-05-08,UK,8
U202,F082,Fast Five,20,2025-03-06,US,15
U188,F079,Fast & Furious,14,2025-04-17,IN,12
U097,F043,Captain America: Civil War,3,2025-07-23,IN,10
U123,F056,Frozen,45,2025-08-19,AU,8
U019,F011,Star Wars: The Force Awakens,64,2025-05-20,US,15
U244,F082,Fast Five,42,2025-03-24,FR,8
U097,F066,The Hunger Games: Catching Fire,28,2025-03-25,MX,10
U024,F048,Black Panther,28,2025-08-05,JP,10
U181,F101,Wonder Woman,106,2025-06-24,CA,15
U112,F066,The Hunger Games: Catching Fire,34,2025-03-19,UK,12
U250,F031,The Lord of the Rings: The Return of the King,44,2025-06-18,MX,15
U187,F080,2 Fast 2 Furious,2,2025-05-12,DE,10
U025,F011,Star Wars: The Force Awakens,24,2025-06-14,JP,12
U126,F098,Dune,33,2025-03-19,FR,12
U023,F012,Star Wars: The Last Jedi,22,2025-08-22,JP,15
U025,F101,Wonder Woman,46,2025-04-27,CA,20
U021,F065,The Hunger Games,46,2025-04-04,DE,8
U121,F065,The Hunger Games,56,2025-08-22,DE,12
U140,F001,Avatar,95,2025-04-22,FR,8
U095,F066,The Hunger Games: Catching Fire,77,2025-06-28,US,12
U120,F094,Deadpool 2,47,2025-05-02,DE,10
U039,F082,Fast Five,89,2025-03-27,FR,10
U106,F056,Frozen,2,2025-05-03,MX,10
U100,F068,The Hunger Games: Mockingjay - Part 2,11,2025-06-21,MX,12
U240,F065,The Hunger Games,2,2025-07-30,AU,10
U021,F001,Avatar,68,2025-03-14,MX,15
U133,F056,Frozen,98,2025-08-26,JP,10
U244,F019,The Matrix Reloaded,17,2025-04-19,CA,8
U207,F031,The Lord of the Rings: The Return of the King,135,2025-04-07,US,15
U175,F079,Fast & Furious,3,2025-04-26,CA,10
U067,F048,Black Panther,118,2025-03-23,UK,10
U102,F080,2 Fast 2 Furious,28,2025-05-28,DE,12
U235,F101,Wonder Woman,5,2025-09-01,JP,10
U201,F079,Fast & Furious,37,2025-04-03,IN,8
U146,F056,Frozen,14,2025-08-02,UK,10
U145,F082,Fast Five,14,2025-05-18,MX,20
U225,F079,Fast & Furious,20,2025-05-12,IN,12
U147,F045,Thor: Ragnarok,73,2025-07-05,US,12
U104,F098,Dune,54,2025-08-11,JP,12
U103,F011,Star Wars: The Force Awakens,21,2025-06-15,FR,8
U013,F065,The Hunger Games,57,2025-05-13,FR,10
U210,F012,Star Wars: The Last Jedi,54,2025-05-24,DE,15
U220,F082,Fast Five,14,2025-05-03,CA,8
U191,F019,The Matrix Reloaded,33,2025-05-27,DE,10
U155,F005,Titanic,8,2025-04-23,BR,10
U211,F079,Fast & Furious,11,2025-07-08,MX,10
U211,F011,Star Wars: The Force Awakens,66,2025-07-15,CA,20
U182,F068,The Hunger Games: Mockingjay - Part 2,10,2025-06-17,CA,8
U135,F056,Frozen,36,2025-03-13,CA,12
U214,F031,The Lord of the Rings: The Return of the King,83,2025-03-20,AU,8
U013,F043,Captain America: Civil War,5,2025-04-25,DE,20
U119,F068,The Hunger Games: Mockingjay - Part 2,44,2025-06-15,UK,8
U062,F043,Captain America: Civil War,13,2025-07-09,JP,10
U246,F065,The Hunger Games,121,2025-08-03,MX,15
U042,F094,Deadpool 2,24,2025-08-29,UK,15
U099,F011,Star Wars: The Force Awakens,95,2025-04-16,JP,10
U055,F034,The Hobbit: The Battle of the Five Armies,43,2025-08-18,AU,10
U069,F079,Fast & Furious,2,2025-07-15,US,10
U248,F101,Wonder Woman,53,2025-07-05,CA,10
U154,F101,Wonder Woman,107,2025-05-02,DE,10
U242,F012,Star Wars: The Last Jedi,40,2025-08-17,DE,10
U097,F043,Captain America: Civil War,78,2025-07-01,DE,10
U078,F068,The Hunger Games: Mockingjay - Part 2,106,2025-08-12,IN,10
U002,F068,The Hunger Games: Mockingjay - Part 2,13,2025-08-22,FR,12
U153,F045,Thor: Ragnarok,10,2025-05-17,DE,20
U124,F005,Titanic,59,2025-05-31,DE,12
U221,F094,Deadpool 2,19,2025-05-11,DE,8
U133,F034,The Hobbit: The Battle of the Five Armies,99,2025-03-20,JP,8
U082,F098,Dune,141,2025-03-12,BR,20
U067,F079,Fast & Furious,24,2025-06-17,IN,10
U150,F056,Frozen,13,2025-04-23,FR,8
U057,F080,2 Fast 2 Furious,98,2025-08-16,BR,12
U172,F043,Captain America: Civil War,14,2025-07-13,DE,12
U216,F080,2 Fast 2 Furious,112,2025-04-21,DE,12
U033,F094,Deadpool 2,20,2025-07-27,CA,10
U231,F048,Black Panther,64,2025-08-20,UK,8
U058,F012,Star Wars: The Last Jedi,4,2025-06-21,FR,20
U150,F012,Star Wars: The Last Jedi,42,2025-07-02,UK,10
U222,F056,Frozen,29,2025-08-01,JP,12
U228,F031,The Lord of the Rings: The Return of the King,59,2025-07-12,UK,15
U098,F068,The Hunger Games: Mockingjay - Part 2,9,2025-05-21,IN,12
U219,F098,Dune,94,2025-04-10,AU,10
U146,F019,The Matrix Reloaded,125,2025-04-11,FR,10
U047,F005,Titanic,15,2025-07-08,FR,12
U046,F048,Black Panther,5,2025-08-15,US,15
U071,F031,The Lord of the Rings: The Return of the King,2,2025-04-18,JP,20
U126,F005,Titanic,64,2025-04-08,JP,8
U110,F001,Avatar,61,2025-06-23,BR,8
U010,F080,2 Fast 2 Furious,51,2025-04-26,FR,20
U229,F048,Black Panther,15,2025-07-19,AU,15
U002,F034,The Hobbit: The Battle of the Five Armies,27,2025-05-02,FR,15
U027,F001,Avatar,59,2025-07-12,JP,10
U017,F011,Star Wars: The Force Awakens,40,2025-05-21,DE,12
U134,F045,Thor: Ragnarok,90,2025-07-18,FR,15
U176,F098,Dune,10,2025-06-01,BR,12
U049,F066,The Hunger Games: Catching Fire,55,2025-06-17,US,10
U187,F098,Dune,36,2025-04-29,US,8
U044,F082,Fast Five,24,2025-06-07,US,12
U164,F094,Deadpool 2,47,2025-07-20,JP,10
U013,F082,Fast Five,52,2025-08-20,US,10
U030,F079,Fast & Furious,112,2025-06-27,IN,20
U065,F065,The Hunger Games,8,2025-09-01,CA,10
U176,F101,Wonder Woman,5,2025-05-22,IN,15
U170,F068,The Hunger Games: Mockingjay - Part 2,68,2025-05-14,JP,8
U036,F079,Fast & Furious,48,2025-04-01,MX,12
U031,F012,Star Wars: The Last Jedi,13,2025-04-04,UK,20
U156,F031,The Lord of the Rings: The Return of the King,5,2025-05-12,MX,8
U092,F079,Fast & Furious,5,2025-05-20,CA,8
U128,F031,The Lord of the Rings: The Return of the King,135,2025-08-29,BR,10
U001,F101,Wonder Woman,11,2025-08-24,UK,8
U214,F056,Frozen,19,2025-08-24,BR,15
U024,F068,The Hunger Games: Mockingjay - Part 2,13,2025-03-25,UK,20
U165,F034,The Hobbit: The Battle of the Five Armies,23,2025-06-30,DE,10
U013,F082,Fast Five,3,2025-04-19,US,10
U093,F048,Black Panther,43,2025-06-23,UK,10
U195,F011,Star Wars: The Force Awakens,4,2025-03-08,CA,15
U044,F048,Black Panther,95,2025-06-05,BR,8
U069,F005,Titanic,16,2025-06-09,FR,12
U103,F001,Avatar,51,2025-06-30,DE,12
U177,F065,The Hunger Games,121,2025-06-21,CA,12
U179,F011,Star Wars: The Force Awakens,61,2025-04-15,UK,10
U152,F065,The Hunger Games,46,2025-07-29,BR,15
U098,F043,Captain America: Civil War,18,2025-08-09,US,8
U226,F098,Dune,28,2025-07-07,BR,8
U106,F019,The Matrix Reloaded,69,2025-03-17,UK,15
U081,F101,Wonder Woman,107,2025-08-26,MX,15
U148,F056,Frozen,53,2025-05-02,FR,8
U177,F045,Thor: Ragnarok,36,2025-03-30,IN,10
U064,F065,The Hunger Games,79,2025-06-02,IN,10
U212,F080,2 Fast 2 Furious,40,2025-08-09,US,10
U240,F066,The Hunger Games: Catching Fire,2,2025-07-13,BR,10
U223,F066,The Hunger Games: Catching Fire,38,2025-03-25,BR,8
U085,F094,Deadpool 2,75,2025-03-18,MX,10
U165,F001,Avatar,12,2025-06-17,AU,15
U114,F056,Frozen,57,2025-06-28,UK,12
U115,F048,Black Panther,13,2025-04-05,BR,12
U005,F082,Fast Five,34,2025-06-17,IN,8
U141,F101,Wonder Woman,5,2025-03-29,JP,20
U164,F012,Star Wars: The Last Jedi,26,2025-07-14,MX,15
U172,F019,The Matrix Reloaded,88,2025-06-01,FR,15
U210,F034,The Hobbit: The Battle of the Five Armies,23,2025-06-30,FR,15
U159,F045,Thor: Ragnarok,49,2025-07-05,FR,20
U030,F082,Fast Five,70,2025-08-21,AU,12
U091,F012,Star Wars: The Last Jedi,87,2025-07-24,MX,10
U028,F011,Star Wars: The Force Awakens,15,2025-04-17,BR,12
U184,F079,Fast & Furious,28,2025-04-02,DE,15
U049,F082,Fast Five,7,2025-06-14,AU,15
U201,F031,The Lord of the Rings: The Return of the King,135,2025-05-31,UK,12
U012,F056,Frozen,98,2025-04-06,BR,8
U151,F068,The Hunger Games: Mockingjay - Part 2,41,2025-04-09,BR,10
U189,F011,Star Wars: The Force Awakens,107,2025-07-25,IN,20
U124,F068,The Hunger Games: Mockingjay - Part 2,39,2025-04-20,JP,12
U209,F098,Dune,68,2025-04-01,IN,12
U156,F048,Black Panther,5,2025-07-13,IN,10
U156,F034,The Hobbit: The Battle of the Five Armies,76,2025-05-15,IN,10
U249,F012,Star Wars: The Last Jedi,5,2025-06-29,CA,15
U155,F068,The Hunger Games: Mockingjay - Part 2,92,2025-05-21,MX,12
U183,F080,2 Fast 2 Furious,99,2025-08-14,AU,15
U160,F012,Star Wars: The Last Jedi,53,2025-08-28,FR,10
U034,F066,The Hunger Games: Catching Fire,2,2025-07-12,MX,12
U083,F082,Fast Five,16,2025-06-04,MX,10
U147,F079,Fast & Furious,17,2025-08-25,MX,15
U217,F079,Fast & Furious,25,2025-03-09,MX,10
U098,F098,Dune,6,2025-03-19,US,10
U193,F066,The Hunger Games: Catching Fire,93,2025-05-18,DE,12
U016,F012,Star Wars: The Last Jedi,35,2025-04-27,MX,20
U209,F019,The Matrix Reloaded,22,2025-04-01,JP,8
U190,F080,2 Fast 2 Furious,32,2025-05-02,MX,15
U131,F012,Star Wars: The Last Jedi,25,2025-08-30,US,10
